state_time,hdt_F1,hdt_F2,hdt_P3,hdt_W4,hdt_T5,hdt_T6,hdt_W7,hdt_P8,hdt_F9,hdt_W10,hdt_T11,hdt_T12,hdt_P13,hdt_F14,hdt_F15,hdt_T16,hdt_F17,hdt_T18,hdt_F19,hdt_F22,hdt_T23,hdt_P24,hdt_F25,hdt_F26,avt_T1,avt_P2,avt_F3,avt_P4,avt_F5,avt_T6,avt_F7,avt_F8,avt_F9,avt_D10,avt_T11,avt_F12,avt_T13,avt_F14,avt_T15,avt_F16,avt_T17,avt_T18,avt_F19,avt_T20,avt_P21,avt_P22,avt_P23,avt_T24,avt_F25,avt_F26,avt_F27,avt_F28,avt_F29,avt_F30,avt_F31,avt_F32,avt_T33,avt_F34,avt_F35,avt_F36,avt_T37,avt_T38,avt_T39,avt_T40,avt_F41,avt_T42,avt_L43,avt_P44,avt_F45,avt_F46,avt_T47,avt_T48,avt_T49,avt_P50,avt_P51,avt_P52,avt_F53,avt_F54,avt_T55,avt_F56,avt_F57,avt_T58,avt_F59,avt_F60,avt_T61,avt_F62,avt_F63,avt_F64,avt_F65,avt_T66,avt_P67,avt_F68,avt_F69,avt_W70,avt_T71,avt_source_time,avt_match_age_minutes,avt_match_status,input_sulfur_sample_time,input_sulfur_available_at,input_sulfur_mg_kg,input_sulfur_available_at_assumed,input_sulfur_age_hours,input_sulfur_is_stale,pipeline_d15_sample_time,pipeline_d15_available_at,pipeline_d15,pipeline_d15_available_at_assumed,pipeline_d15_age_hours,pipeline_d15_is_stale,pipeline_95pct_t_sample_time,pipeline_95pct_t_available_at,pipeline_95pct_t,pipeline_95pct_t_available_at_assumed,pipeline_95pct_t_age_hours,pipeline_95pct_t_is_stale
2025-07-16 06:30:00,4.801743984222412,98007.125,3.696821451187134,1.8249530792236328,370.2005004882813,360.9013977050781,0.1869019120931625,0.2026197016239166,229.9315643310547,3.620862245559693,361.7938232421875,189.3215484619141,4.001354694366455,4.771703243255615,3482.3095703125,25.84921264648437,280.2735290527344,70.53437805175781,222.9498291015625,14162.421875,233.0020751953125,0.590546727180481,14358.740234375,268.04022216796875,129.02783203125,3.733609437942505,99.0157470703125,4.043592929840088,-14.889516830444336,231.7071990966797,276.560791015625,258.169189453125,249.5074157714844,307,93.49549102783205,364.2856140136719,82.79544067382812,275.3166198730469,182.0218048095703,59.078102111816406,215.76788330078125,157.85885620117188,73.88424682617188,114.58953094482422,1.1150522232055664,1.0948024988174438,1.0792384147644043,141.71432495117188,13.147635459899902,-3.4928619861602783,224.2522125244141,319.5475158691406,8.992541313171387,136.13449096679688,560.9708251953125,79.99794006347656,338.78668212890625,100.0598373413086,144.3748016357422,145.56622314453125,72.06185913085938,182.3974456787109,216.44146728515625,182.364013671875,76.77339172363281,299.0683898925781,60.2724723815918,-0.8892728090286255,15.504942893981934,108.1510772705078,180.9890899658203,356.77593994140625,127.90859985351562,0.9371775388717652,52.16698455810547,-4.040918065584265e-05,82.80213165283203,18.00716781616211,382.0033874511719,49.56040573120117,57.67732620239258,64.06414794921875,198.8955841064453,174.89064025878906,184.15545654296875,108.14965057373048,204.52520751953125,152.6185760498047,981.49609375,254.4823303222656,1.0791645050048828,4.636290073394775,26.141252517700195,106.22386932373048,302.36053466796875,2025-07-16 06:30:00,0.0,exact,2025-07-15 10:00:00,2025-07-15 14:00:00,8658.000230789185,True,20.5,False,2025-07-15 10:00:00,2025-07-15 14:00:00,845.5999755859375,True,20.5,False,2025-07-15 10:00:00,2025-07-15 14:00:00,359.0,True,20.5,False
