candidate_id,energy_proxy_eu_h,energy_avt_T6,energy_avt_F12,energy_hdt_W4,energy_hdt_T12,energy_hdt_F25
96,101.3400307423652,0.0,-5.9857282387062005,0.0,0.11884542558834149,7.206913555483052
97,105.12537323455336,0.0,-5.9857282387062005,0.0,0.11884542558834149,10.992256047671212
98,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
99,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
100,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
101,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
102,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
103,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
104,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
105,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
106,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
107,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
108,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
109,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
110,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
111,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
112,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
113,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
114,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
115,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
116,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
117,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
118,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
119,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
120,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
121,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
122,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
123,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
124,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
125,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
126,84.15294514216514,0.0,-5.9857282387062005,0.0,0.0396151418627805,-9.900941760991444
127,87.3320019195312,0.0,-5.9857282387062005,0.0,0.0396151418627805,-6.721884983625387
128,90.63231583986169,0.0,-5.9857282387062005,0.0,0.0396151418627805,-3.4215710632948984
129,94.05388690315658,0.0,-5.9857282387062005,0.0,0.0396151418627805,0.0
130,97.59671510941591,0.0,-5.9857282387062005,0.0,0.0396151418627805,3.5428282062593297
131,101.26080045863964,0.0,-5.9857282387062005,0.0,0.0396151418627805,7.206913555483052
132,105.0461429508278,0.0,-5.9857282387062005,0.0,0.0396151418627805,10.992256047671212
133,84.19256028402792,0.0,-5.9857282387062005,0.0,0.079230283725561,-9.900941760991444
134,87.37161706139398,0.0,-5.9857282387062005,0.0,0.079230283725561,-6.721884983625387
135,90.67193098172447,0.0,-5.9857282387062005,0.0,0.079230283725561,-3.4215710632948984
136,94.09350204501936,0.0,-5.9857282387062005,0.0,0.079230283725561,0.0
137,97.6363302512787,0.0,-5.9857282387062005,0.0,0.079230283725561,3.5428282062593297
138,101.30041560050242,0.0,-5.9857282387062005,0.0,0.079230283725561,7.206913555483052
139,105.08575809269058,0.0,-5.9857282387062005,0.0,0.079230283725561,10.992256047671212
140,84.2321754258907,0.0,-5.9857282387062005,0.0,0.11884542558834149,-9.900941760991444
141,87.41123220325676,0.0,-5.9857282387062005,0.0,0.11884542558834149,-6.721884983625387
142,90.71154612358725,0.0,-5.9857282387062005,0.0,0.11884542558834149,-3.4215710632948984
143,94.13311718688215,0.0,-5.9857282387062005,0.0,0.11884542558834149,0.0
144,97.67594539314148,0.0,-5.9857282387062005,0.0,0.11884542558834149,3.5428282062593297
145,101.3400307423652,0.0,-5.9857282387062005,0.0,0.11884542558834149,7.206913555483052
146,105.12537323455336,0.0,-5.9857282387062005,0.0,0.11884542558834149,10.992256047671212
147,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
148,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
149,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
150,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
151,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
152,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
153,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
154,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
155,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
156,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
157,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
158,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
159,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
160,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
161,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
162,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
163,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
164,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
165,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
166,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
167,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
168,84.11333000030235,0.0,-5.9857282387062005,0.0,0.0,-9.900941760991444
169,87.29238677766841,0.0,-5.9857282387062005,0.0,0.0,-6.721884983625387
170,90.59270069799891,0.0,-5.9857282387062005,0.0,0.0,-3.4215710632948984
171,94.0142717612938,0.0,-5.9857282387062005,0.0,0.0,0.0
172,97.55709996755313,0.0,-5.9857282387062005,0.0,0.0,3.5428282062593297
173,101.22118531677685,0.0,-5.9857282387062005,0.0,0.0,7.206913555483052
174,105.00652780896502,0.0,-5.9857282387062005,0.0,0.0,10.992256047671212
175,84.15294514216514,0.0,-5.9857282387062005,0.0,0.0396151418627805,-9.900941760991444
